"","Order","PID","MS.SubClass","MS.Zoning","Lot.Frontage","Lot.Area","Street","Lot.Shape","Land.Contour","Lot.Config","Land.Slope","Neighborhood","Condition.1","Condition.2","Bldg.Type","House.Style","Overall.Qual","Overall.Cond","Year.Built","Year.Remod.Add","Roof.Style","Roof.Matl","Exterior.1st","Exterior.2nd","Mas.Vnr.Type","Mas.Vnr.Area","Exter.Qual","Exter.Cond","Foundation","Bsmt.Qual","Bsmt.Cond","Bsmt.Exposure","BsmtFin.Type.1","BsmtFin.SF.1","BsmtFin.Type.2","BsmtFin.SF.2","Bsmt.Unf.SF","Total.Bsmt.SF","Heating","Heating.QC","Central.Air","Electrical","X1st.Flr.SF","X2nd.Flr.SF","Low.Qual.Fin.SF","Gr.Liv.Area","Bsmt.Full.Bath","Bsmt.Half.Bath","Full.Bath","Half.Bath","Bedroom.AbvGr","Kitchen.AbvGr","Kitchen.Qual","TotRms.AbvGrd","Functional","Fireplaces","Fireplace.Qu","Garage.Type","Garage.Yr.Blt","Garage.Finish","Garage.Cars","Garage.Area","Garage.Qual","Garage.Cond","Paved.Drive","Fence","Misc.Feature","Misc.Val","Mo.Sold","Yr.Sold","Sale.Type","Sale.Condition","SalePrice","has.alley","Has.Basement","Has.Fireplace","Has.Garage","Has.Pool","Has.Wood.Deck","Has.Open.Porch","Has.X3Ssn.Porch","Has.Screen.Porch"
"354",354,527161040,"80","RL",57,8923,"Pave",1,"Lvl","Inside",0,"Gilbert","norm","norm","1Fam","SLvl",7,5,1998,1998,"Gable","CompShg","VinylSd","VinylSd","None",0,3,"TA","PConc",4,3,1,"GLQ",189,"Unf",0,195,384,"GasA",3,"Y","SBrkr",751,631,0,1382,0,0,2,1,3,1,2,7,"Typ",1,3,"BuiltIn",1998,3,2,396,3,"TA","Paved",0,0,0,2,2009,"WD ","Normal",177500,"0",1,0,0,0,1,0,0,0
"496",496,528321010,"60","RL",174,15138,"Pave",1,"Lvl","Inside",0,"NoRidge","norm","norm","1Fam","2Story",8,5,1995,1996,"Gable","CompShg","VinylSd","VinylSd","BrkFace",506,3,"TA","PConc",4,3,1,"GLQ",689,"Unf",0,773,1462,"GasA",4,"Y","SBrkr",1490,1304,0,2794,1,0,2,1,4,1,4,9,"Typ",1,3,"Attchd",1995,3,3,810,3,"TA","Paved",0,0,0,7,2009,"WD ","Normal",403000,"0",1,0,0,0,0,1,0,0
"160",160,535401080,"20","RL",68,9830,"Pave",1,"Lvl","other",0,"NAmes","norm","norm","1Fam","1Story",5,7,1959,2006,"Gable","CompShg","other","Wd Sdng","None",0,2,"Gd","CBlock",3,3,1,"ALQ",72,"other",258,733,1063,"GasA",4,"Y","SBrkr",1287,0,0,1287,1,0,1,0,3,1,3,7,"Typ",1,4,"Detchd",1997,3,2,576,3,"TA","Paved",0,0,0,3,2010,"WD ","Normal",162000,"0",1,0,0,0,1,1,0,1
"1203",1203,534252090,"85","RL",68,12122,"Pave",1,"Lvl","other",0,"NAmes","norm","norm","1Fam","SFoyer",7,9,1961,2007,"Gable","CompShg","other","CmentBd","other",210,4,"TA","CBlock",3,3,3,"ALQ",867,"Unf",0,77,944,"GasA",3,"Y","SBrkr",999,0,0,999,1,0,1,0,3,1,4,6,"Typ",0,0,"Attchd",1961,2,2,588,3,"TA","Paved",0,0,0,7,2008,"WD ","Normal",178400,"0",1,1,0,0,1,1,0,0
"348",348,527108070,"20","RL",42,14892,"Pave",1,"HLS","other",0,"Gilbert","norm","norm","1Fam","1Story",9,5,2006,2007,"Gable","CompShg","VinylSd","VinylSd","other",160,4,"TA","PConc",5,3,4,"GLQ",1320,"Unf",0,426,1746,"GasA",4,"Y","SBrkr",1746,0,0,1746,1,0,2,0,3,1,4,7,"Typ",2,4,"Attchd",2006,3,3,758,3,"TA","Paved",0,0,0,10,2009,"WD ","Normal",377500,"0",1,0,0,0,1,1,0,0
"192",192,903204040,"50","other",53,5830,"Pave",0,"Lvl","other",0,"BrkSide","other","other","1Fam","1.5Fin",5,6,1950,1997,"Gable","CompShg","other","MetalSd","None",0,2,"Gd","CBlock",3,3,1,"Rec",788,"Unf",0,200,988,"GasA",4,"Y","SBrkr",1030,582,0,1612,0,0,1,1,3,1,2,7,"Typ",0,0,"Detchd",1950,1,1,363,3,"TA","Paved",NA,0,0,3,2010,"WD ","Normal",128500,"0",1,1,0,0,0,0,0,0
"499",499,528344100,"60","RL",98,12203,"Pave",1,"Lvl","other",0,"NoRidge","norm","norm","1Fam","2Story",8,5,1998,1999,"Hip","CompShg","VinylSd","VinylSd","BrkFace",975,3,"TA","PConc",4,3,1,"GLQ",854,"Unf",0,371,1225,"GasA",4,"Y","SBrkr",1276,1336,0,2612,1,0,2,1,4,1,3,8,"Typ",1,3,"Attchd",1998,3,3,676,3,"TA","Paved",0,0,0,7,2009,"WD ","Normal",336000,"0",1,0,0,0,1,0,0,0
"2679",2679,903231240,"30","other",51,6120,"Pave",0,"Lvl","Inside",0,"BrkSide","norm","norm","1Fam","1Story",5,7,1925,1950,"Gable","CompShg","other","MetalSd","None",0,2,"TA","BrkTil",3,3,1,"Rec",489,"Unf",0,279,768,"GasA",2,"N","SBrkr",1015,0,0,1015,0,0,1,0,3,1,2,6,"BelowTyp",0,0,"Detchd",1925,1,1,450,3,"TA","Paved",NA,1,620,7,2006,"WD ","Abnorml",88000,"0",1,1,0,0,0,0,0,1
"18",18,527258010,"20","RL",88,11394,"Pave",0,"Lvl","other",0,"StoneBr","norm","norm","1Fam","1Story",9,2,2010,2010,"Hip","CompShg","VinylSd","VinylSd","other",350,3,"TA","PConc",5,3,3,"GLQ",1445,"Unf",0,411,1856,"GasA",4,"Y","SBrkr",1856,0,0,1856,1,0,1,1,1,1,4,8,"Typ",1,5,"Attchd",2010,3,3,834,3,"TA","Paved",0,0,0,6,2010,"New","Partial",394432,"0",1,0,0,0,1,0,0,0
"174",174,902110090,"20","other",69,5805,"Pave",0,"Bnk","Inside",1,"OldTown","norm","norm","1Fam","1Story",5,7,1957,1957,"Hip","CompShg","other","MetalSd","None",0,2,"TA","CBlock",3,3,2,"BLQ",274,"other",1073,0,1347,"GasA",3,"Y","SBrkr",1347,0,0,1347,1,1,1,0,3,1,3,6,"Typ",0,0,"Detchd",1957,1,2,551,3,"TA","Paved",0,0,0,6,2010,"WD ","Normal",143000,"1",1,1,0,0,0,0,0,0
"215",215,904352190,"190","other",60,6048,"Pave",0,"Lvl","other",0,"SWISU","other","norm","2fmCon","1.5Fin",5,7,1910,1950,"Gable","CompShg","other","Wd Sdng","None",0,2,"Gd","BrkTil",3,3,2,"LwQ",736,"Unf",0,120,856,"GasA",3,"Y","SBrkr",936,744,0,1680,1,0,2,0,2,2,2,7,"Typ",1,4,"Detchd",1910,1,2,450,3,"Fa","Unpaved",0,0,0,6,2010,"other","Normal",114900,"0",1,0,0,0,1,1,0,0
"2349",2349,527355060,"60","RL",81,10530,"Pave",0,"Lvl","Inside",0,"NWAmes","other","norm","1Fam","2Story",7,5,1978,1978,"Gable","CompShg","Plywood","Plywood","BrkFace",68,2,"TA","CBlock",3,3,1,"Unf",0,"Unf",0,945,945,"GasA",2,"Y","SBrkr",945,912,0,1857,0,0,2,1,4,1,2,8,"Typ",1,3,"Attchd",1978,2,2,482,3,"TA","Paved",4,0,0,7,2006,"WD ","Normal",188900,"0",1,0,0,0,1,1,0,0
"47",47,528176010,"20","RL",110,14300,"Pave",0,"HLS","Inside",1,"NridgHt","norm","norm","1Fam","1Story",9,5,2003,2004,"Hip","CompShg","VinylSd","VinylSd","BrkFace",1095,4,"TA","PConc",5,3,4,"GLQ",1373,"Unf",0,1473,2846,"GasA",4,"Y","SBrkr",2696,0,0,2696,1,0,2,1,3,1,4,10,"Typ",2,4,"Attchd",2003,3,3,958,3,"TA","Paved",0,0,0,6,2010,"WD ","Normal",500000,"0",1,0,0,0,1,1,0,0
"614",614,534431130,"20","RL",68,9768,"Pave",0,"Lvl","Inside",0,"NAmes","norm","norm","1Fam","1Story",5,5,1955,1955,"Gable","CompShg","other","Wd Sdng","None",0,2,"TA","CBlock",3,3,1,"Rec",100,"other",247,613,960,"GasA",3,"Y","SBrkr",960,0,0,960,1,0,1,0,2,1,2,5,"Typ",0,0,"Attchd",1955,2,1,330,3,"TA","Paved",NA,0,0,2,2009,"WD ","Normal",122000,"0",1,1,0,0,0,1,0,0
"1300",1300,902201120,"20","other",50,6000,"Pave",0,"Lvl","Inside",0,"OldTown","norm","norm","1Fam","1Story",5,5,1948,1950,"Gable","CompShg","VinylSd","VinylSd","None",0,2,"TA","CBlock",3,3,1,"ALQ",104,"other",169,516,789,"GasA",4,"Y","SBrkr",789,0,0,789,0,0,1,0,2,1,2,5,"Typ",0,0,"Detchd",1948,1,1,250,3,"TA","Paved",0,0,0,4,2008,"WD ","Partial",115000,"0",1,1,0,0,0,0,0,0
"2503",2503,533128030,"60","RL",68,13346,"Pave",1,"Lvl","other",0,"NoRidge","norm","norm","1Fam","2Story",7,5,1992,2000,"Gable","CompShg","HdBoard","HdBoard","None",0,3,"TA","PConc",4,3,1,"GLQ",728,"Unf",0,367,1095,"GasA",4,"Y","SBrkr",1166,1129,0,2295,1,0,2,1,4,1,3,9,"Typ",1,3,"Attchd",1992,2,2,590,3,"TA","Paved",0,0,0,7,2006,"WD ","Normal",268000,"0",1,0,0,0,0,1,0,0
"131",131,534451150,"30","RL",55,5350,"Pave",1,"Lvl","Inside",0,"BrkSide","norm","norm","1Fam","1Story",3,2,1940,1966,"Gable","CompShg","other","Plywood","None",0,2,"Po","CBlock",3,3,1,"Unf",0,"Unf",0,728,728,"GasA",4,"Y","SBrkr",1306,0,0,1306,0,0,1,0,3,1,1,6,"BelowTyp",0,0,"No Garage",1979,0,0,0,0,"No Garage","Paved",2,1,450,5,2010,"WD ","Normal",76500,"0",1,1,1,0,1,0,0,0
"308",308,911204100,"30","other",66,8712,"Grvl",0,"Lvl","other",0,"IDOTRR","norm","norm","1Fam","1Story",4,7,1896,1950,"Hip","CompShg","other","Wd Sdng","None",0,1,"Fa","CBlock",3,3,1,"Unf",0,"Unf",0,756,756,"GasA",3,"Y","SBrkr",952,0,0,952,0,0,1,0,3,1,2,5,"Typ",0,0,"Detchd",1896,2,1,330,3,"TA","Unpaved",0,0,0,6,2010,"WD ","Alloca",50138,"0",1,1,0,0,0,0,0,0
"2575",2575,535152280,"20","RL",70,8400,"Pave",0,"Lvl","other",0,"NAmes","other","norm","1Fam","1Story",5,5,1957,1957,"Gable","CompShg","other","other","None",0,2,"TA","CBlock",2,3,2,"BLQ",623,"Unf",0,556,1179,"GasA",3,"Y","SBrkr",1364,0,0,1364,0,0,1,1,3,1,2,6,"Typ",1,4,"Attchd",1957,2,1,331,3,"TA","Paved",4,0,0,3,2006,"WD ","Normal",132000,"0",1,0,0,0,0,1,0,0
"1557",1557,911102180,"50","other",52,5150,"Pave",0,"Lvl","other",0,"IDOTRR","other","norm","1Fam","1.5Fin",4,7,1910,2000,"Gable","CompShg","Plywood","Plywood","None",0,2,"TA","PConc",1,3,1,"Unf",0,"Unf",0,356,356,"GasA",2,"N","other",671,378,0,1049,0,0,1,0,2,1,2,5,"Typ",0,0,"Detchd",1910,1,1,195,1,"Fa","Unpaved",0,0,0,5,2008,"WD ","Normal",80900,"0",1,1,0,0,0,0,0,0
"1874",1874,534178010,"20","RL",80,10800,"Pave",0,"Lvl","Inside",0,"NWAmes","norm","norm","1Fam","1Story",6,5,1963,1963,"Gable","CompShg","HdBoard","HdBoard","BrkFace",203,2,"TA","CBlock",3,3,1,"BLQ",617,"other",264,171,1052,"GasA",2,"Y","SBrkr",1052,0,0,1052,1,0,1,0,3,1,2,6,"Typ",0,0,"Attchd",1963,3,1,311,3,"TA","Paved",0,0,0,2,2007,"other","Normal",127000,"0",1,1,0,0,0,1,0,0
"810",810,906226090,"90","RL",64,7018,"Pave",0,"Lvl","Inside",0,"SawyerW","other","norm","Duplex","2Story",5,5,1979,1979,"Gable","CompShg","HdBoard","HdBoard","None",0,2,"TA","other",0,0,0,"No Basement",0,"other",0,0,0,"GasA",2,"Y","SBrkr",1114,1114,0,2228,0,0,2,0,6,2,2,8,"Typ",0,0,"Detchd",1979,1,2,720,3,"TA","Paved",0,0,0,6,2009,"WD ","Alloca",147983,"0",0,1,0,0,1,0,0,0
"2418",2418,528222010,"60","RL",96,11631,"Pave",1,"Lvl","other",0,"Gilbert","norm","norm","1Fam","2Story",8,5,2004,2005,"Gable","CompShg","VinylSd","VinylSd","BrkFace",236,3,"TA","PConc",4,3,3,"Unf",0,"Unf",0,1052,1052,"GasA",4,"Y","SBrkr",1052,1321,0,2373,0,0,2,1,4,1,3,9,"Typ",1,4,"BuiltIn",2004,3,3,632,3,"TA","Paved",0,0,0,6,2006,"New","Partial",258000,"0",1,0,0,0,1,1,0,0
"2747",2747,906202040,"20","RL",68,11200,"Pave",0,"Lvl","Inside",0,"SawyerW","norm","norm","1Fam","1Story",6,5,1985,1985,"Gable","CompShg","other","other","BrkFace",85,3,"TA","CBlock",4,3,1,"GLQ",1258,"Unf",0,40,1298,"GasA",2,"Y","SBrkr",1298,0,0,1298,1,0,2,0,3,1,3,5,"Typ",1,3,"Attchd",1985,1,2,403,3,"TA","Paved",0,0,0,5,2006,"WD ","Normal",180000,"0",1,0,0,0,1,1,0,0
"1583",1583,916403230,"80","RL",85,10200,"Pave",0,"Lvl","Inside",0,"Timber","norm","norm","1Fam","SLvl",6,5,1988,1989,"Gable","CompShg","HdBoard","HdBoard","BrkFace",219,3,"TA","CBlock",4,3,3,"GLQ",783,"Unf",0,678,1461,"GasA",4,"Y","SBrkr",1509,0,0,1509,1,0,2,0,3,1,3,5,"Typ",1,2,"Attchd",1988,2,2,600,3,"TA","Paved",0,0,0,8,2008,"WD ","Abnorml",175000,"0",1,0,0,0,1,0,0,0
"1135",1135,531375050,"20","RL",63,13072,"Pave",0,"Lvl","Inside",0,"SawyerW","other","norm","1Fam","1Story",6,5,2005,2006,"Gable","CompShg","VinylSd","VinylSd","BrkFace",126,2,"TA","PConc",4,4,1,"GLQ",80,"Unf",0,1095,1175,"GasA",4,"Y","SBrkr",1175,0,0,1175,1,0,1,0,3,1,3,6,"Typ",0,0,"No Garage",1979,0,0,0,0,"No Garage","Paved",0,0,0,6,2008,"WD ","Normal",146000,"0",1,1,1,0,0,1,0,0
"1855",1855,533251110,"20","RL",80,12000,"Pave",0,"Lvl","Inside",0,"Veenker","norm","norm","1Fam","1Story",7,6,1980,1980,"Hip","CompShg","VinylSd","MetalSd","BrkFace",600,3,"TA","CBlock",4,3,1,"GLQ",1732,"Unf",0,270,2002,"GasA",4,"Y","SBrkr",2362,0,0,2362,1,0,2,1,3,1,3,8,"Typ",1,3,"Attchd",1980,2,2,546,4,"TA","Paved",0,0,0,3,2007,"WD ","Normal",255000,"0",1,0,0,0,1,1,0,0
"2333",2333,527212030,"60","RL",85,16056,"Pave",1,"Lvl","Inside",0,"StoneBr","norm","norm","1Fam","2Story",9,5,2005,2006,"Hip","CompShg","other","CmentBd","other",208,3,"TA","PConc",5,3,3,"GLQ",240,"Unf",0,1752,1992,"GasA",4,"Y","SBrkr",1992,876,0,2868,0,0,3,1,4,1,4,11,"Typ",1,4,"BuiltIn",2005,3,3,716,3,"TA","Paved",0,0,0,7,2006,"New","Partial",556581,"0",1,0,0,0,1,1,0,0
"2329",2329,527190220,"120","RL",68,6563,"Pave",1,"Low","other",1,"StoneBr","norm","norm","1Fam","1Story",8,5,1985,1985,"Gable","CompShg","HdBoard","HdBoard","None",0,3,"TA","PConc",4,3,4,"GLQ",1148,"Unf",0,594,1742,"GasA",2,"Y","SBrkr",1742,0,0,1742,1,0,2,0,2,1,3,5,"Typ",1,3,"Attchd",1985,2,2,564,3,"TA","Paved",0,0,0,12,2006,"WD ","Normal",275000,"0",1,0,0,0,1,1,0,0
"427",427,528108020,"20","RL",98,12704,"Pave",0,"Lvl","Inside",0,"NridgHt","norm","norm","1Fam","1Story",8,5,2008,2009,"Hip","CompShg","VinylSd","VinylSd","BrkFace",306,4,"TA","PConc",5,3,1,"Unf",0,"Unf",0,2042,2042,"GasA",4,"Y","SBrkr",2042,0,0,2042,0,0,2,1,3,1,4,8,"Typ",1,4,"Attchd",2009,2,3,1390,3,"TA","Paved",0,0,0,8,2009,"New","Partial",253293,"0",1,0,0,0,0,1,0,0
"871",871,907275090,"20","RL",73,11883,"Pave",0,"Lvl","Inside",0,"CollgCr","norm","norm","1Fam","1Story",7,5,1996,1996,"Hip","CompShg","VinylSd","VinylSd","BrkFace",196,3,"TA","PConc",4,3,4,"GLQ",690,"Unf",0,814,1504,"GasA",4,"Y","SBrkr",1504,0,0,1504,1,0,2,0,3,1,3,6,"Typ",1,3,"Attchd",1996,3,2,478,3,"TA","Paved",0,0,0,6,2009,"WD ","Normal",203000,"0",1,0,0,0,1,1,0,0
"1473",1473,907405020,"20","RL",70,9135,"Pave",0,"Lvl","Inside",0,"CollgCr","norm","norm","1Fam","1Story",7,5,2002,2003,"Gable","CompShg","VinylSd","VinylSd","BrkFace",113,3,"TA","PConc",4,3,3,"GLQ",810,"Unf",0,726,1536,"GasA",4,"Y","SBrkr",1536,0,0,1536,1,0,2,0,3,1,3,7,"Typ",0,0,"Attchd",2002,2,2,532,3,"TA","Paved",0,0,0,12,2008,"WD ","Normal",214000,"0",1,1,0,0,1,1,0,0
"38",38,528112020,"20","RL",98,11478,"Pave",0,"Lvl","Inside",0,"NridgHt","norm","norm","1Fam","1Story",8,5,2007,2008,"Gable","CompShg","VinylSd","VinylSd","other",200,3,"TA","PConc",5,3,1,"GLQ",1218,"Unf",0,486,1704,"GasA",4,"Y","SBrkr",1704,0,0,1704,1,0,2,0,3,1,3,7,"Typ",1,4,"Attchd",2008,2,3,772,3,"TA","Paved",0,0,0,5,2010,"WD ","Normal",306000,"0",1,0,0,0,0,1,0,0
"2862",2862,909279040,"30","RL",80,11600,"Pave",0,"Lvl","Inside",0,"Crawfor","norm","norm","1Fam","1Story",4,5,1922,1950,"Gable","CompShg","other","MetalSd","None",0,2,"TA","BrkTil",2,3,1,"Unf",0,"Unf",0,700,700,"GasA",4,"Y","SBrkr",1180,0,0,1180,0,0,1,0,2,1,1,5,"Typ",1,4,"Detchd",1922,1,1,252,3,"Fa","Paved",0,0,0,7,2006,"WD ","Normal",137500,"0",1,0,0,0,0,0,0,0
"2818",2818,908102320,"20","RL",134,17755,"Pave",0,"Lvl","Inside",0,"Edwards","norm","norm","1Fam","1Story",5,4,1959,1959,"Gable","CompShg","HdBoard","Plywood","BrkFace",132,2,"TA","CBlock",3,3,1,"BLQ",176,"Unf",0,1290,1466,"GasA",2,"Y","SBrkr",1466,0,0,1466,0,0,1,1,3,1,1,6,"Typ",2,4,"Attchd",1959,3,2,528,3,"TA","Paved",0,0,0,11,2006,"WD ","Normal",149900,"0",1,0,0,0,0,1,0,1
"651",651,535353140,"190","RL",107,10615,"Pave",1,"Bnk","other",1,"OldTown","other","other","2fmCon","2Story",3,5,1900,1970,"Gable","CompShg","HdBoard","HdBoard","None",0,2,"TA","CBlock",2,3,2,"BLQ",440,"Unf",0,538,978,"GasA",2,"Y","SBrkr",1014,685,0,1699,1,0,2,0,3,2,2,7,"Typ",0,0,"CarPort",1920,1,2,420,2,"Fa","Paved",0,0,0,8,2009,"WD ","Abnorml",95000,"0",1,1,0,0,0,1,0,0
"2701",2701,904100170,"20","RL",100,21370,"Pave",0,"Lvl","other",0,"Sawyer","norm","norm","1Fam","1Story",5,5,1950,1950,"Gable","CompShg","other","MetalSd","None",0,2,"TA","other",0,0,0,"No Basement",0,"other",0,0,0,"GasA",2,"Y","other",1640,0,0,1640,0,0,1,0,3,1,2,7,"BelowTyp",1,4,"Attchd",1950,2,2,394,3,"TA","Paved",0,1,600,6,2006,"WD ","Normal",131000,"0",0,0,0,0,0,0,0,0
"626",626,535125070,"20","RL",80,14695,"Pave",1,"Lvl","Inside",0,"NAmes","norm","norm","1Fam","1Story",6,8,1966,2008,"Gable","CompShg","other","MetalSd","BrkFace",210,2,"Gd","CBlock",3,3,1,"ALQ",1387,"Unf",0,175,1562,"GasA",3,"Y","SBrkr",1567,0,0,1567,1,0,2,0,2,1,3,5,"Typ",2,4,"Attchd",1966,1,2,542,3,"TA","Paved",2,0,0,7,2009,"WD ","Normal",256000,"0",1,0,0,0,0,1,0,1
"2083",2083,905476160,"90","RL",42,7711,"Pave",1,"Lvl","Inside",0,"Edwards","norm","norm","Duplex","1Story",4,3,1977,1977,"Gable","CompShg","other","MetalSd","None",0,2,"TA","PConc",4,3,4,"GLQ",1440,"Unf",0,0,1440,"GasA",2,"Y","SBrkr",1440,0,0,1440,2,0,2,0,4,2,2,8,"Typ",0,0,"No Garage",1979,0,0,0,0,"No Garage","Unpaved",0,0,0,8,2007,"other","Abnorml",150000,"0",1,1,1,0,1,0,0,0
"2383",2383,528110050,"20","RL",107,13891,"Pave",0,"Lvl","Inside",0,"NridgHt","norm","norm","1Fam","1Story",10,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","other",0,4,"TA","PConc",5,4,4,"GLQ",1386,"Unf",0,690,2076,"GasA",4,"Y","SBrkr",2076,0,0,2076,1,0,2,1,2,1,4,7,"Typ",1,4,"Attchd",2006,3,3,850,3,"TA","Paved",0,0,0,9,2006,"New","Partial",465000,"0",1,0,0,0,1,1,0,0
"1466",1466,907262070,"60","RL",72,7226,"Pave",1,"Lvl","other",0,"CollgCr","norm","norm","1Fam","2Story",7,5,2003,2003,"Gable","CompShg","VinylSd","VinylSd","None",0,3,"TA","PConc",4,3,1,"Unf",0,"Unf",0,798,798,"GasA",4,"Y","SBrkr",798,842,0,1640,0,0,2,1,3,1,3,6,"Typ",0,0,"Attchd",2003,2,2,595,3,"TA","Paved",0,0,0,6,2008,"WD ","Normal",183000,"0",1,1,0,0,0,1,0,0
"962",962,916386140,"20","RL",73,8925,"Pave",1,"HLS","Inside",0,"Timber","norm","norm","1Fam","1Story",8,5,2007,2007,"Gable","CompShg","VinylSd","VinylSd","None",0,3,"TA","PConc",4,3,3,"GLQ",16,"Unf",0,1450,1466,"GasA",4,"Y","SBrkr",1466,0,0,1466,0,0,2,0,3,1,3,7,"Typ",0,0,"Attchd",2007,3,3,610,3,"TA","Paved",0,0,0,7,2009,"WD ","Normal",201000,"0",1,1,0,0,1,1,0,0
"1474",1474,907405140,"60","RL",65,8450,"Pave",0,"Lvl","Inside",0,"CollgCr","norm","norm","1Fam","2Story",7,5,2003,2003,"Gable","CompShg","VinylSd","VinylSd","BrkFace",196,3,"TA","PConc",4,3,1,"GLQ",706,"Unf",0,150,856,"GasA",4,"Y","SBrkr",856,854,0,1710,1,0,2,1,3,1,3,8,"Typ",0,0,"Attchd",2003,2,2,548,3,"TA","Paved",0,0,0,2,2008,"WD ","Normal",208500,"0",1,1,0,0,0,1,0,0
"1924",1924,535177020,"20","RL",70,9100,"Pave",0,"Lvl","Inside",0,"NAmes","norm","norm","1Fam","1Story",5,5,1960,1960,"Hip","CompShg","HdBoard","HdBoard","other",69,2,"TA","CBlock",3,3,1,"Unf",0,"Unf",0,1144,1144,"GasA",2,"Y","SBrkr",1144,0,0,1144,0,0,1,0,3,1,2,6,"Typ",1,4,"Attchd",1960,2,1,336,3,"TA","Paved",0,0,0,6,2007,"WD ","Normal",120000,"0",1,0,0,0,0,0,0,0
"683",683,535452140,"20","RL",60,7200,"Pave",0,"Lvl","other",0,"NAmes","norm","norm","1Fam","1Story",5,7,1952,1952,"Gable","CompShg","other","MetalSd","None",0,2,"Gd","CBlock",3,4,1,"ALQ",630,"other",102,0,732,"GasA",2,"Y","SBrkr",732,0,0,732,1,0,1,0,2,1,2,4,"Typ",0,0,"Detchd",1952,1,1,240,3,"TA","Paved",0,0,0,9,2009,"WD ","Normal",118900,"0",1,1,0,0,0,1,0,0
"1487",1487,908102040,"90","RL",67,8777,"Pave",0,"Lvl","Inside",0,"Edwards","other","norm","Duplex","1.5Fin",5,7,1900,2003,"Gable","CompShg","other","MetalSd","None",0,2,"TA","CBlock",3,3,1,"ALQ",1084,"Unf",0,188,1272,"GasA",3,"Y","SBrkr",1272,928,0,2200,2,0,2,2,4,2,2,9,"Typ",0,0,"No Garage",1979,0,0,0,0,"No Garage","Unpaved",4,0,0,9,2008,"WD ","Normal",145900,"0",1,1,1,0,0,1,0,0
"692",692,902101010,"50","other",68,3950,"Pave",0,"Bnk","Inside",0,"OldTown","other","norm","1Fam","1.5Fin",6,8,1926,2004,"Gable","CompShg","other","MetalSd","None",0,2,"TA","CBlock",3,3,1,"Rec",468,"Unf",0,350,818,"GasA",2,"Y","SBrkr",818,406,0,1224,0,0,1,0,3,1,2,5,"Typ",0,0,"Detchd",1926,1,1,210,3,"TA","Unpaved",0,0,0,12,2009,"WD ","Normal",115000,"1",1,1,0,0,0,0,0,0
"1904",1904,534451020,"50","RL",51,3500,"Pave",0,"Lvl","Inside",0,"BrkSide","other","norm","1Fam","1.5Fin",3,5,1945,1950,"Gable","CompShg","other","MetalSd","None",0,2,"TA","CBlock",3,3,1,"LwQ",144,"Unf",0,226,370,"GasA",2,"N","other",442,228,0,670,1,0,1,0,2,1,1,4,"Typ",0,0,"No Garage",1979,0,0,0,0,"No Garage","Unpaved",NA,1,2000,7,2007,"WD ","Normal",64000,"0",1,1,1,0,0,1,0,0
"253",253,906385020,"20","RL",64,7360,"Pave",0,"Lvl","Inside",0,"CollgCr","norm","norm","1Fam","1Story",7,5,2010,2010,"Gable","CompShg","VinylSd","VinylSd","other",80,3,"TA","PConc",4,3,1,"GLQ",24,"Unf",0,1198,1222,"GasA",4,"Y","SBrkr",1222,0,0,1222,0,0,2,0,2,1,3,6,"Typ",0,0,"Attchd",2009,2,2,615,3,"TA","Paved",0,0,0,3,2010,"WD ","Normal",187000,"0",1,1,0,0,0,1,0,0
"313",313,914478045,"80","RL",68,12328,"Pave",1,"Lvl","Inside",0,"Mitchel","norm","norm","1Fam","SLvl",6,5,1976,1976,"Gable","CompShg","HdBoard","HdBoard","BrkFace",335,2,"TA","CBlock",3,3,3,"GLQ",539,"Unf",0,473,1012,"GasA",2,"Y","SBrkr",1034,0,0,1034,1,0,1,0,3,1,2,6,"Typ",0,0,"Attchd",1976,1,3,888,3,"TA","Paved",0,0,0,5,2010,"WD ","Normal",169900,"0",1,1,0,0,0,0,0,0
"1880",1880,534252070,"90","RL",68,10899,"Pave",1,"Lvl","Inside",0,"NAmes","norm","norm","Duplex","1Story",4,5,1964,1964,"Gable","CompShg","HdBoard","HdBoard","None",0,2,"TA","other",0,0,0,"No Basement",0,"other",0,0,0,"GasA",2,"N","SBrkr",1224,0,0,1224,0,0,2,0,2,2,2,8,"Typ",0,0,"CarPort",1964,1,3,530,3,"TA","Paved",0,0,0,4,2007,"WD ","Normal",103000,"0",0,1,0,0,0,0,0,0
"2107",2107,906380160,"20","RL",74,8556,"Pave",0,"Lvl","Inside",0,"CollgCr","norm","norm","1Fam","1Story",7,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,3,"TA","PConc",4,3,3,"Unf",0,"Unf",0,1240,1240,"GasA",4,"Y","SBrkr",1240,0,0,1240,0,0,2,0,2,1,3,5,"Typ",0,0,"Attchd",2006,2,3,826,3,"TA","Paved",0,0,0,5,2007,"WD ","Normal",194000,"0",1,1,0,0,1,1,0,0
